OrderID,OrderDate,Category,Product,State,Quantity,UnitPrice,Discount%,OrderStatus,PaymentMode,Channel,OrderAmount
OD20489,21-09-2024,Electronics,Power Bank,Rajasthan,4,7621.22,5,Cancelled,UPI,Mobile App,28960.64
OD20490,24-03-2024,Beauty,Face Wash,Maharashtra,1,3267.91,0,Delivered,UPI,Website,3267.91
OD20491,06-09-2024,Beauty,  Sunscreen,Karnataka,1,1851.62,5,Delivered,UPI,Mobile App,1759.04
OD20492,07-03-2024,Beauty,Sunscreen,Gujarat,2,2611.26,20,Pending,Wallet,Mobile App,4178.02
OD20493,18-03-2024,Fashion,Handbag,Gujarat,2,5603.24,0,Pending,Debit Card,Website,
OD20494,14-08-2024,Home,Table Lamp,Karnataka,1,879.03,20,Delivered,COD,Website,703.22
OD20495,05-12-2024,Fashion,  Kurti,Rajasthan,1,7007.58,20,Pending,COD,Mobile App,5606.06
OD20496,24-12-2024,Beauty,Sunscreen,Gujarat,2,7031.71,0,Delivered,COD,Mobile App,14063.42
OD20497,13-07-2024,Fashion,Sneakers,Tamil Nadu,5,7384.66,0,Cancelled,COD,Website,36923.3
OD20498,18-09-2024,Fashion,Handbag,Karnataka,4,1647.92,0,Cancelled,UPI,Website,6591.68
OD20499,29-07-2024,Beauty,Lipstick,Tamil Nadu,5,1156.84,15,Cancelled,Wallet,Mobile App,4916.57
OD20500,29-03-2024,Books,Diary,Karnataka,3,5176.15,0,Cancelled,COD,Mobile App,15528.45
OD20501,27-08-2024,Fashion,Sneakers,Delhi,4,5868.27,0,Delivered,Debit Card,Mobile App,23473.08
OD20502,25-02-2024,Beauty,Perfume,West Bengal,2,690.24,0,Returned,Wallet,Mobile App,1380.48
OD20503,17-06-2024,Fashion,Kurti,West Bengal,3,3176.28,25,Pending,UPI,Mobile App,7146.63
OD20504,10-02-2024,Electronics,Smartwatch,Tamil Nadu,2,2005.64,10,Cancelled,Credit Card,Mobile App,3610.15
OD20505,27-09-2024,Electronics,Bluetooth Speaker,Karnataka,6,2520.21,0,Delivered,COD,Mobile App,15121.26
OD20506,09-07-2024,Electronics,Bluetooth Speaker,Tamil Nadu,4,7878.73,10,Delivered,Debit Card,Mobile App,28363.43
OD20507,07-04-2024,Books,Guide Book,Maharashtra,3,7794.04,10,Returned,Wallet,Mobile App,21043.91
OD20508,19-12-2024,Electronics,Earbuds,Rajasthan,4,6293.3,15,Delivered,Debit Card,Mobile App,21397.22
OD20509,12-02-2024,Books,Comic,West Bengal,1,4666.24,0,Returned,Credit Card,Mobile App,4666.24
OD20510,07-09-2024,Books,  Diary,UP,1,3836.05,10,Delivered,Credit Card,Mobile App,3452.45
OD20511,30-09-2024,Books,  Notebook,Tamil Nadu,4,4843.21,10,Delivered,Credit Card,Mobile App,17435.56
OD20512,29-02-2024,Fashion,Sneakers,Tamil Nadu,3,6047.07,5,Delivered,COD,Mobile App,17234.15
OD20513,03-12-2024,Books,Comic,Tamil Nadu,6,253.12,15,Delivered,UPI,Mobile App,1290.91
OD20514,11-03-2024,Home,Bedsheet,Tamil Nadu,2,3017.63,15,Delivered,COD,Mobile App,5129.97
OD20515,24-06-2024,Home,Cushion,Delhi,4,7356.24,10,Returned,Debit Card,Website,26482.46
OD20516,18-01-2024,Fashion,Kurti,UP,2,5649.59,10,Delivered,UPI,Mobile App,10169.26
OD20517,06-04-2024,Fashion,Sneakers,Rajasthan,1,5731.62,0,Delivered,Credit Card,Website,5731.62
OD20518,11-07-2024,Books,Diary,Karnataka,2,2531.78,15,Cancelled,Debit Card,Website,4304.03
OD20519,11-04-2024,Beauty,Hair Oil,UP,5,4095.6,0,Pending,UPI,Mobile App,20478
OD20520,13-10-2024,Fashion,T-Shirt,UP,6,5192.17,15,Pending,COD,Mobile App,26480.07
OD20521,03-06-2024,Beauty,Perfume,Gujarat,5,6671.41,10,Cancelled,Credit Card,Website,30021.35
OD20522,06-11-2024,Electronics,Phone Cover,Delhi,2,273.98,25,Cancelled,COD,Mobile App,410.97
OD20523,10-03-2024,Books,Novel,Tamil Nadu,4,7959.33,10,Delivered,Credit Card,Mobile App,28653.59
OD20524,10-08-2024,Beauty,Perfume,Delhi,4,5624.54,0,Cancelled,Credit Card,Mobile App,22498.16
OD20525,19-09-2024,Beauty,Lipstick,Karnataka,4,6445.94,5,Returned,COD,Mobile App,24494.57
OD20526,22-09-2024,Books,Novel,Karnataka,2,1229.35,0,Delivered,UPI,Mobile App,2458.7
OD20527,03-06-2024,Beauty,Lipstick,West Bengal,6,5119.09,5,Returned,Wallet,Mobile App,29178.81
OD20528,13-08-2024,Home,Bedsheet,UP,1,1070.87,15,Pending,UPI,Mobile App,910.24
OD20529,22-10-2024,Books,Novel,Rajasthan,4,4644.77,5,Delivered,Debit Card,Mobile App,17650.13
OD20530,09-07-2024,Fashion,Sneakers,TAMIL NADU,3,7779.32,0,Cancelled,Wallet,Website,23337.96
OD20531,16-10-2024,Home,Bedsheet,UP,1,1337.97,0,Pending,Credit Card,Mobile App,1337.97
OD20532,15-08-2024,Beauty,Perfume,Rajasthan,4,1066.2,5,Delivered,COD,Mobile App,4051.56
OD20533,05-02-2024,Electronics,Bluetooth Speaker,UP,6,6500.24,25,returned,Wallet,Website,29251.08
OD20534,24-06-2024,Books,Notebook,Rajasthan,2,4647.47,15,Delivered,Debit Card,Website,7900.7
OD20535,26-02-2024,Home,Curtain,Delhi,3,3371.86,5,Pending,Credit Card,Mobile App,9609.8
OD20536,20-09-2024,Home,Curtain,Karnataka,3,2149.11,10,Cancelled,Wallet,Mobile App,5802.6
OD20537,08-03-2024,Books,Notebook,Rajasthan,2,5842.62,5,Cancelled,Credit Card,Mobile App,11100.98
OD20538,31-03-2024,Electronics,Bluetooth Speaker,Tamil Nadu,5,2768.16,10,Cancelled,COD,Mobile App,12456.72
OD20539,14-12-2024,Fashion,Kurti,Gujarat,5,2231.69,20,Delivered,Wallet,Mobile App,8926.76
OD20540,29-05-2024,Home,Curtain,UP,3,6329.92,0,Pending,UPI,Mobile App,18989.76
OD20541,18-11-2024,Books,Comic,Maharashtra,5,6943.58,10,Delivered,Debit Card,Mobile App,31246.11
OD20542,10-10-2024,Electronics,Bluetooth Speaker,Gujarat,3,5717.56,10,Returned,UPI,Mobile App,15437.41
OD20543,28-06-2024,Electronics,Earbuds,West Bengal,5,1615.64,20,Delivered,Wallet,Mobile App,6462.56
OD20544,10-10-2024,Fashion,Handbag,Maharashtra,2,390.83,15,Returned,Wallet,Mobile App,664.41
OD20545,14-02-2024,Fashion,T-Shirt,Gujarat,1,5254.38,5,Delivered,UPI,Mobile App,4991.66
OD20546,12-06-2024,Beauty,Lipstick,Tamil Nadu,2,1200.28,5,Cancelled,Wallet,Mobile App,2280.53
OD20547,27-09-2024,Beauty,Perfume,Maharashtra,3,4907.68,25,Pending,Wallet,Website,11042.28
OD20548,18-03-2024,Books,Comic,Maharashtra,3,2677.94,20,Delivered,Debit Card,Mobile App,6427.06
OD20549,20-12-2024,Electronics,Power Bank,Tamil Nadu,1,3066.74,15,Pending,Debit Card,Mobile App,2606.73
OD20550,10-06-2024,Home,Curtain,Maharashtra,1,2922.95,20,Pending,Debit Card,Mobile App,2338.36
OD20551,21-12-2024,Electronics,Smartwatch,MAHARASHTRA,2,5306.5,20,Delivered,Credit Card,Mobile App,8490.4
OD20552,09-03-2024,Books,Diary,Maharashtra,2,957.82,5,Pending,Credit Card,Website,
OD20553,19-03-2024,Fashion,T-Shirt,UP,4,4320.37,5,Delivered,COD,Mobile App,16417.41
OD20554,04-06-2024,Electronics,Power Bank,Gujarat,5,5894.84,25,Delivered,Wallet,Mobile App,22105.65
OD20555,05-01-2024,Electronics,  Bluetooth Speaker,Karnataka,3,3902.96,20,Delivered,COD,Website,9367.1
OD20556,13-06-2024,Electronics,Phone Cover,West Bengal,2,2199.69,25,Pending,COD,Mobile App,3299.53
OD20557,06-09-2024,Books,Diary,Gujarat,6,1856.15,20,Delivered,Credit Card,Mobile App,8909.52
OD20558,23-06-2024,Fashion,Kurti,UP,1,3300.3,10,Delivered,COD,Mobile App,2970.27
OD20559,20-08-2024,Books,Notebook,Rajasthan,4,6876.95,20,Delivered,Wallet,Website,22006.24
OD20560,18-05-2024,Beauty,Lipstick,UP,3,5940.31,0,Delivered,UPI,Mobile App,17820.93
OD20561,13-03-2024,Home,Cushion,Tamil Nadu,2,6357.21,0,Returned,Debit Card,Mobile App,12714.42
OD20562,10-07-2024,Books,  Novel,Delhi,2,7990.18,10,Delivered,Wallet,Mobile App,14382.32
OD20563,21-10-2024,Electronics,Phone Cover,West Bengal,3,7296.63,0,Delivered,Wallet,Website,21889.89
OD20564,18-02-2024,Fashion,Handbag,Rajasthan,5,7372.85,0,Returned,COD,Mobile App,36864.25
OD20565,22-09-2024,Fashion,Kurti,Tamil Nadu,3,7853.58,25,Pending,Credit Card,Website,17670.56
OD20566,15-03-2024,Electronics,Phone Cover,Delhi,4,2847.24,20,Cancelled,Wallet,Mobile App,9111.17
OD20567,30-10-2024,Fashion,Jeans,RAJASTHAN,6,7070.54,5,Pending,UPI,Website,40302.08
OD20568,03-05-2024,Beauty,Perfume,UP,5,981.07,25,Delivered,UPI,Mobile App,3679.01
OD20569,10-08-2024,Books,Novel,Gujarat,3,7959.99,5,Cancelled,Wallet,Website,22685.97
OD20570,23-02-2024,Electronics,Bluetooth Speaker,Rajasthan,1,6007.98,15,Delivered,COD,Mobile App,5106.78
OD20571,05-04-2024,Books,Guide Book,Rajasthan,4,2409.41,0,Returned,Credit Card,Mobile App,9637.64
OD20572,11-08-2024,Beauty,Hair Oil,Rajasthan,5,5269.68,5,Delivered,UPI,Mobile App,25030.98
OD20573,01-01-2024,Fashion,  Sneakers,Rajasthan,4,709.91,0,Returned,Credit Card,Mobile App,2839.64
OD20574,02-07-2024,Beauty,  Perfume,UP,6,5016.69,10,Delivered,Wallet,Website,27090.13
OD20575,08-11-2024,Electronics,Smartwatch,Delhi,6,6499.15,0,Delivered,COD,Mobile App,38994.9
OD20576,13-03-2024,Electronics,Phone Cover,Rajasthan,5,426.78,25,Delivered,Debit Card,Mobile App,1600.42
OD20577,07-02-2024,Home,Bedsheet,Maharashtra,4,6545.75,0,Returned,UPI,Website,26183
OD20578,17-02-2024,Home,Bedsheet,West Bengal,5,6659.3,10,Cancelled,Wallet,Mobile App,
OD20579,28-09-2024,Books,Diary,Karnataka,6,7427.63,0,Delivered,COD,Website,44565.78
OD20580,13-09-2024,Home,Table Lamp,KARNATAKA,4,1713.64,10,Returned,COD,Mobile App,6169.1
OD20581,17-07-2024,Home,Bedsheet,Gujarat,5,1952.64,20,Delivered,UPI,Website,7810.56
OD20582,13-11-2024,Fashion,T-Shirt,Karnataka,5,1935.34,20,Cancelled,COD,Mobile App,7741.36
OD20583,31-01-2024,Beauty,Perfume,Rajasthan,3,1860.9,10,Cancelled,Wallet,Mobile App,5024.43
OD20584,07-02-2024,Electronics,Phone Cover,Karnataka,1,7941.69,5,Delivered,Credit Card,Mobile App,7544.61
OD20585,15-06-2024,Electronics,  Smartwatch,UP,2,3403.76,15,Delivered,COD,Website,5786.39
OD20586,22-08-2024,Fashion,T-Shirt,Rajasthan,6,1761.82,25,Delivered,Debit Card,Mobile App,7928.19
OD20587,17-11-2024,Books,  Diary,UP,5,5019.06,20,Returned,Debit Card,Website,20076.24
OD20588,26-06-2024,Electronics,Power Bank,Rajasthan,1,1722.4,20,Delivered,Credit Card,Mobile App,1377.92
OD20589,05-08-2024,Beauty,Hair Oil,Maharashtra,5,1596.83,5,Delivered,Credit Card,Mobile App,7584.94
OD20590,03-05-2024,Books,Notebook,UP,2,1303.61,0,Cancelled,Credit Card,Website,2607.22
OD20591,14-01-2024,Books,Diary,Delhi,6,887.53,0,Delivered,Debit Card,Mobile App,5325.18
OD20592,13-10-2024,Beauty,Sunscreen,West Bengal,5,7980.13,5,Pending,Debit Card,Mobile App,37905.62
OD20593,13-08-2024,Fashion,Kurti,West Bengal,2,3530.93,25,Delivered,Debit Card,Mobile App,5296.39
OD20594,22-12-2024,Beauty,Perfume,RAJASTHAN,1,3659.39,15,Returned,UPI,Mobile App,3110.48
OD20595,28-03-2024,Beauty,Face Wash,Maharashtra,4,3635.2,15,Cancelled,UPI,Website,12359.68
OD20596,29-06-2024,Home,Cushion,Karnataka,3,2667.75,20,Cancelled,Debit Card,Mobile App,6402.6
OD20597,07-03-2024,Beauty,Perfume,West Bengal,5,3597.88,0,Pending,Credit Card,Website,17989.4
OD20598,25-11-2024,Home,Cushion,West Bengal,4,2376.52,15,Delivered,COD,Website,8080.17
OD20599,31-07-2024,Fashion,Sneakers,Maharashtra,5,6297.02,10,Delivered,COD,Website,28336.59
OD20600,18-03-2024,Beauty,Perfume,Tamil Nadu,4,1142.12,5,Pending,COD,Mobile App,4340.06
OD20601,22-07-2024,Beauty,Face Wash,Maharashtra,3,5822.54,10,Returned,UPI,Mobile App,15720.86
OD20602,11-11-2024,Fashion,Kurti,Karnataka,5,7329.17,25,Delivered,Debit Card,Mobile App,27484.39
OD20603,05-02-2024,Electronics,Smartwatch,Rajasthan,2,3200.47,25,Delivered,Wallet,Mobile App,4800.7
OD20604,09-06-2024,Beauty,Lipstick,Maharashtra,4,2692.21,20,Delivered,Wallet,Mobile App,
OD20605,04-08-2024,Electronics,Earbuds,Maharashtra,2,1903.28,0,Delivered,Wallet,Mobile App,3806.56
OD20606,03-10-2024,Electronics,Earbuds,Karnataka,5,919.25,25,Delivered,Debit Card,Website,3447.19
OD20607,19-06-2024,Fashion,Jeans,Delhi,3,1126.47,25,Delivered,Wallet,Mobile App,2534.56
OD20608,09-02-2024,Books,Novel,Delhi,2,2208.01,10,Delivered,Wallet,Website,3974.42
OD20609,10-11-2024,Fashion,Handbag,UP,4,6202.45,0,Delivered,Debit Card,Mobile App,24809.8
OD20610,01-07-2024,Beauty,Sunscreen,West Bengal,4,7716,10,Delivered,Wallet,Mobile App,27777.6
OD20611,27-01-2024,Books,  Guide Book,Karnataka,5,6749.53,25,Delivered,Wallet,Mobile App,25310.74
OD20612,28-02-2024,Beauty,Face Wash,Tamil Nadu,3,1176.46,0,Returned,Debit Card,Mobile App,3529.38
OD20613,06-05-2024,Fashion,Jeans,Gujarat,3,708.9,0,Delivered,Debit Card,Mobile App,2126.7
OD20614,15-02-2024,Beauty,Perfume,UP,6,3761.74,0,delivered,Wallet,Mobile App,22570.44
OD20615,28-08-2024,Beauty,Sunscreen,West Bengal,1,4212.76,10,Delivered,Debit Card,Mobile App,
OD20616,17-09-2024,Electronics,  Phone Cover,Delhi,5,3884.11,10,Delivered,Wallet,Website,17478.49
OD20617,23-09-2024,Electronics,Bluetooth Speaker,Rajasthan,1,4874.92,0,Delivered,UPI,Mobile App,4874.92
OD20618,11-12-2024,Beauty,Hair Oil,Gujarat,2,1581.92,15,Delivered,COD,Website,2689.26
OD20619,03-04-2024,Books,Diary,GUJARAT,3,7321.55,25,Pending,UPI,Website,16473.49
OD20620,03-07-2024,Books,Diary,West Bengal,4,7907.78,15,Pending,Credit Card,Mobile App,26886.45
OD20621,05-12-2024,Books,Comic,Tamil Nadu,3,5721.94,25,Returned,Credit Card,Mobile App,12874.36
OD20622,04-02-2024,Beauty,Perfume,West Bengal,3,3906.04,0,Delivered,Credit Card,Mobile App,11718.12
OD20623,03-09-2024,Electronics,Phone Cover,West Bengal,6,1782.8,5,Delivered,Wallet,Mobile App,10161.96
OD20624,09-10-2024,Beauty,Lipstick,WEST BENGAL,6,324.97,15,Cancelled,Credit Card,Mobile App,1657.35
OD20625,28-02-2024,Fashion,Jeans,Rajasthan,6,1392.79,10,Delivered,Debit Card,Website,7521.07
OD20626,11-10-2024,Beauty,Perfume,Gujarat,1,6145.1,10,Cancelled,UPI,Mobile App,5530.59
OD20627,09-12-2024,Books,Novel,RAJASTHAN,3,6750.86,0,Delivered,Wallet,Mobile App,20252.58
OD20628,28-05-2024,Electronics,Earbuds,Gujarat,1,4392.1,0,Cancelled,UPI,Mobile App,4392.1
OD20629,05-08-2024,Electronics,  Power Bank,West Bengal,3,4926.75,15,Returned,Wallet,Website,12563.21
OD20630,05-07-2024,Beauty,Face Wash,UP,5,3861.02,0,Delivered,Wallet,Mobile App,19305.1
OD20631,30-06-2024,Fashion,Jeans,Karnataka,6,1624.89,25,Pending,COD,Mobile App,7312.01
OD20632,27-01-2024,Home,Table Lamp,Delhi,1,3784.25,0,Returned,Wallet,Mobile App,3784.25
OD20633,10-10-2024,Beauty,Sunscreen,Rajasthan,3,5282.79,25,Delivered,UPI,Website,11886.28
OD20634,28-11-2024,Beauty,Lipstick,Delhi,5,1296.58,10,Returned,COD,Mobile App,5834.61
OD20635,26-12-2024,Electronics,  Phone Cover,UP,2,6281.43,15,Delivered,Debit Card,Mobile App,10678.43
OD20636,23-05-2024,Fashion,Jeans,Maharashtra,6,4011.14,15,Delivered,COD,Mobile App,20456.81
OD20637,03-09-2024,Electronics,Smartwatch,Maharashtra,2,2892.1,5,Pending,Credit Card,Mobile App,5494.99
OD20638,12-02-2024,Fashion,Handbag,Tamil Nadu,1,5453.74,20,Returned,COD,Mobile App,4362.99
OD20639,23-07-2024,Electronics,Earbuds,Maharashtra,1,6934.18,15,Delivered,Credit Card,Website,5894.05
OD20640,21-08-2024,Books,Notebook,Gujarat,2,6729.69,0,Delivered,Debit Card,Mobile App,13459.38
OD20641,07-12-2024,Fashion,Sneakers,Karnataka,5,4022.24,10,Delivered,Wallet,Mobile App,18100.08
OD20642,27-11-2024,Electronics,Earbuds,UP,2,4506.05,15,Delivered,Credit Card,Mobile App,7660.28
OD20643,09-04-2024,Fashion,Handbag,Tamil Nadu,1,1972.45,5,Delivered,Wallet,Mobile App,1873.83
OD20644,03-08-2024,Home,Table Lamp,Delhi,6,4117.29,0,Cancelled,Credit Card,Mobile App,24703.74
OD20645,03-10-2024,Books,Novel,UP,1,1203.59,5,Returned,Wallet,Website,1143.41
OD20646,07-01-2024,Books,Guide Book,Karnataka,4,7670.61,25,Delivered,UPI,Mobile App,23011.83
OD20647,29-03-2024,Fashion,T-Shirt,Rajasthan,4,5565.23,0,Pending,Debit Card,Mobile App,22260.92
OD20648,01-03-2024,Home,Table Lamp,Delhi,2,2804.88,0,Pending,Debit Card,Mobile App,5609.76
OD20649,17-01-2024,Books,Diary,UP,1,2039.73,0,Returned,Credit Card,Mobile App,2039.73
OD20650,10-10-2024,Beauty,Sunscreen,Delhi,3,7596.33,0,Returned,COD,Website,22788.99
OD20651,09-07-2024,Books,Guide Book,Gujarat,1,4940.93,5,Delivered,Credit Card,Mobile App,4693.88
OD20652,17-08-2024,Home,Curtain,UP,4,2521.95,25,Cancelled,COD,Mobile App,7565.85
OD20653,27-06-2024,Beauty,Face Wash,UP,3,6328.22,10,Delivered,UPI,Mobile App,17086.19
OD20654,30-03-2024,Electronics,Smartwatch,Gujarat,6,2555.08,25,Returned,Wallet,Website,11497.86
OD20655,08-10-2024,Books,Guide Book,Tamil Nadu,6,7148.47,5,Returned,Credit Card,Website,40746.28
OD20656,24-05-2024,Books,Guide Book,Delhi,4,6150.84,0,Returned,Wallet,Mobile App,24603.36
OD20657,06-01-2024,Fashion,Sneakers,KARNATAKA,3,5874.36,15,Returned,UPI,Mobile App,14979.62
OD20658,22-12-2024,Fashion,Jeans,Delhi,1,1819.12,15,Delivered,Wallet,Website,1546.25
OD20659,30-04-2024,Fashion,Sneakers,Maharashtra,5,5379.35,5,Delivered,UPI,Mobile App,25551.91
OD20660,14-02-2024,Electronics,Smartwatch,Gujarat,3,6800.2,15,Pending,Wallet,Mobile App,17340.51
OD20661,09-01-2024,Fashion,  Kurti,Tamil Nadu,2,5109.8,10,Pending,UPI,Mobile App,9197.64
OD20662,06-09-2024,Home,Curtain,Tamil Nadu,2,1417.76,25,Returned,Wallet,Website,2126.64
OD20663,28-08-2024,Electronics,Phone Cover,Rajasthan,6,6127.65,25,Delivered,UPI,Mobile App,27574.42
OD20664,07-05-2024,Electronics,Earbuds,Tamil Nadu,1,6444.59,10,Cancelled,Debit Card,Mobile App,5800.13
OD20665,22-09-2024,Books,Guide Book,Rajasthan,5,4376.6,10,Cancelled,Wallet,Mobile App,19694.7
OD20666,31-05-2024,Books,Novel,Rajasthan,4,1764.73,25,Delivered,Wallet,Mobile App,5294.19
OD20667,09-07-2024,Fashion,Jeans,WEST BENGAL,5,3685.31,15,Pending,UPI,Mobile App,15662.57
OD20668,26-09-2024,Books,Notebook,Gujarat,1,5851.44,0,Delivered,Debit Card,Mobile App,5851.44
OD20669,17-02-2024,Books,Notebook,Karnataka,2,7337.74,0,Delivered,Credit Card,Mobile App,14675.48
OD20670,11-11-2024,Home,Curtain,Delhi,5,3189.09,10,Delivered,UPI,Mobile App,14350.91
OD20671,27-05-2024,Books,Diary,Maharashtra,5,3047.19,15,Pending,COD,Mobile App,12950.56
OD20672,24-05-2024,Beauty,Lipstick,Rajasthan,3,2307.48,5,Pending,Debit Card,Website,6576.32
OD20673,04-06-2024,Books,  Comic,Tamil Nadu,4,672.14,10,Delivered,Credit Card,Website,2419.7
OD20674,11-03-2024,Books,Comic,Maharashtra,1,5636.74,0,Returned,COD,Website,5636.74
OD20675,05-07-2024,Beauty,Face Wash,Maharashtra,2,1143.63,0,Returned,COD,Mobile App,2287.26
OD20676,16-07-2024,Beauty,Hair Oil,UP,6,5273.58,5,Delivered,Wallet,Mobile App,30059.41
OD20677,22-05-2024,Books,Diary,TAMIL NADU,2,4202.76,10,Cancelled,Credit Card,Website,7564.97
OD20678,04-01-2024,Beauty,Sunscreen,Rajasthan,5,216.55,0,Pending,Credit Card,Mobile App,1082.75
OD20679,08-06-2024,Home,Table Lamp,UP,3,4351.16,15,Delivered,UPI,Mobile App,11095.46
OD20680,12-08-2024,Fashion,Sneakers,West Bengal,3,2993.34,20,Cancelled,UPI,Website,7184.02
OD20681,31-03-2024,Fashion,Jeans,Gujarat,6,3887.97,5,Pending,Debit Card,Mobile App,22161.43
OD20682,15-05-2024,Electronics,Power Bank,Tamil Nadu,2,5616.65,5,Delivered,Debit Card,Mobile App,10671.63
OD20683,26-04-2024,Fashion,Handbag,Maharashtra,6,6327.5,5,Delivered,Credit Card,Mobile App,36066.75
OD20684,26-05-2024,Fashion,T-Shirt,Maharashtra,2,7771.28,5,Pending,UPI,Mobile App,14765.43
OD20685,20-02-2024,Home,Bedsheet,Delhi,5,5827.23,10,Cancelled,Credit Card,Mobile App,26222.53
OD20686,11-05-2024,Electronics,Phone Cover,Rajasthan,2,6152.18,0,Delivered,Credit Card,Mobile App,12304.36
OD20687,28-11-2024,Books,Notebook,West Bengal,6,4198.07,25,Delivered,UPI,Mobile App,18891.31
OD20688,24-04-2024,Home,Wall Clock,Rajasthan,5,1135.13,10,Pending,Wallet,Mobile App,5108.09
OD20689,16-01-2024,Electronics,Smartwatch,Maharashtra,5,1584.69,10,Pending,Credit Card,Mobile App,7131.11
OD20690,27-12-2024,Fashion,T-Shirt,Tamil Nadu,6,6196.36,10,Cancelled,Debit Card,Website,33460.34
OD20691,24-05-2024,Electronics,Smartwatch,Maharashtra,4,5825.06,0,Delivered,Wallet,Mobile App,23300.24
OD20692,31-03-2024,Books,Notebook,Karnataka,2,7005.48,5,Pending,UPI,Website,13310.41
OD20693,29-02-2024,Beauty,Face Wash,Delhi,2,7476.44,5,Delivered,Wallet,Website,14205.24
OD20694,21-01-2024,Fashion,Kurti,West Bengal,1,4696.42,15,Delivered,UPI,Mobile App,3991.96
OD20695,09-05-2024,Electronics,Power Bank,Gujarat,6,343.63,25,Delivered,COD,Website,1546.33
OD20696,23-07-2024,Beauty,Lipstick,Maharashtra,5,4667.88,10,Cancelled,Wallet,Mobile App,21005.46
OD20697,30-03-2024,Electronics,Phone Cover,UP,3,2914.01,0,Delivered,Wallet,Website,8742.03
OD20698,18-01-2024,Books,Guide Book,Delhi,2,6279.65,15,Delivered,COD,Mobile App,10675.4
OD20699,09-05-2024,Books,Comic,UP,2,6584.93,25,Cancelled,Credit Card,Mobile App,9877.4
OD20700,15-10-2024,Home,Curtain,Rajasthan,6,7199.09,25,Cancelled,UPI,Mobile App,32395.9
OD20701,04-10-2024,Home,Cushion,West Bengal,2,7861.73,15,Cancelled,Credit Card,Mobile App,13364.94
OD20702,21-12-2024,Home,Table Lamp,Gujarat,1,4458.45,5,Returned,COD,Mobile App,4235.53
OD20703,06-11-2024,Beauty,Perfume,Delhi,3,1942.27,10,delivered,Wallet,Website,5244.13
OD20704,06-01-2024,Beauty,Hair Oil,Gujarat,6,2911.32,25,Delivered,Credit Card,Mobile App,13100.94
OD20705,01-03-2024,Beauty,Perfume,Rajasthan,4,1914.53,0,Pending,COD,Mobile App,7658.12
OD20706,22-09-2024,Electronics,Earbuds,Gujarat,5,1467.25,0,Cancelled,Debit Card,Mobile App,7336.25
OD20707,10-01-2024,Home,Curtain,Gujarat,2,840.11,15,Delivered,UPI,Mobile App,1428.19
OD20708,03-03-2024,Beauty,Lipstick,Karnataka,4,2058.29,5,Delivered,COD,Website,7821.5
OD20709,22-12-2024,Fashion,Sneakers,UP,3,7823.48,10,Pending,UPI,Mobile App,21123.4
OD20710,24-02-2024,Electronics,Earbuds,RAJASTHAN,2,5000.22,5,Cancelled,Wallet,Mobile App,9500.42
OD20711,20-05-2024,Home,Cushion,Maharashtra,3,650.02,0,Pending,Debit Card,Mobile App,1950.06
OD20712,19-08-2024,Fashion,T-Shirt,Tamil Nadu,4,1128.9,0,Delivered,Wallet,Mobile App,4515.6
OD20713,27-04-2024,Home,Table Lamp,West Bengal,3,2788.04,0,Cancelled,Debit Card,Mobile App,
OD20714,28-12-2024,Home,Table Lamp,Maharashtra,3,5245.11,5,Cancelled,Wallet,Mobile App,14948.56
OD20715,22-02-2024,Books,Diary,Tamil Nadu,1,6108.48,0,Cancelled,Credit Card,Mobile App,6108.48
OD20716,26-09-2024,Books,Notebook,UP,4,178.17,0,Cancelled,Wallet,Mobile App,712.68
OD20717,15-12-2024,Books,Notebook,Karnataka,4,1063.95,0,Delivered,COD,Website,4255.8
OD20718,13-06-2024,Books,Notebook,Delhi,5,5860.81,0,Pending,Debit Card,Website,29304.05
OD20719,14-07-2024,Home,Wall Clock,Rajasthan,3,6054.98,20,Cancelled,UPI,Mobile App,14531.95
OD20720,16-07-2024,Beauty,Face Wash,Tamil Nadu,6,4636.37,0,Delivered,Credit Card,Mobile App,
OD20721,05-09-2024,Fashion,Kurti,UP,2,2275.07,15,Pending,COD,Mobile App,3867.62
OD20722,29-06-2024,Books,  Comic,West Bengal,6,6822.74,10,Cancelled,COD,Mobile App,36842.8
OD20723,24-08-2024,Home,Bedsheet,UP,6,1825.5,15,Delivered,UPI,Website,9310.05
OD20724,21-07-2024,Home,Curtain,Karnataka,2,3019.38,20,Delivered,UPI,Website,4831.01
OD20725,07-06-2024,Electronics,Earbuds,West Bengal,4,1200.62,20,Delivered,COD,Mobile App,3841.98
OD20726,11-01-2024,Beauty,Sunscreen,Karnataka,3,1250.02,5,Delivered,Wallet,Mobile App,3562.56
OD20727,13-06-2024,Electronics,Earbuds,Tamil Nadu,3,172.47,0,Pending,COD,Mobile App,517.41
OD20728,30-10-2024,Fashion,Kurti,West Bengal,4,3843.36,5,Cancelled,Debit Card,Mobile App,14604.77
OD20729,02-04-2024,Fashion,Handbag,West Bengal,1,2838.01,10,delivered,Debit Card,Website,2554.21
OD20730,06-09-2024,Home,Bedsheet,Gujarat,1,1370.65,25,Returned,COD,Mobile App,1027.99
OD20731,14-12-2024,Books,Notebook,West Bengal,6,6631.43,0,Pending,COD,Website,39788.58
OD20732,19-10-2024,Books,Comic,MAHARASHTRA,2,7981.55,20,Pending,Wallet,Mobile App,12770.48
